movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,comb
the messenger: the story of joan of arc,Luc Besson,Paul Brooke,David Bailie,Rab Affleck,Adventure Biography Drama History War,Paul Brooke David Bailie Rab Affleck Luc Besson Adventure Biography Drama History War
your highness,David Gordon Green,Natalie Portman,Zooey Deschanel,James Franco,Adventure Comedy Fantasy,Natalie Portman Zooey Deschanel James Franco David Gordon Green Adventure Comedy Fantasy
dream house,Jim Sheridan,Naomi Watts,Gregory Smith,Sarah Gadon,Drama Mystery Thriller,Naomi Watts Gregory Smith Sarah Gadon Jim Sheridan Drama Mystery Thriller
mad city,Costa-Gavras,Mia Kirshner,Blythe Danner,William Atherton,Crime Drama Thriller,Mia Kirshner Blythe Danner William Atherton Costa-Gavras Crime Drama Thriller
baby's day out,Patrick Read Johnson,Joe Mantegna,Lara Flynn Boyle,Cynthia Nixon,Adventure Comedy Crime Drama Family,Joe Mantegna Lara Flynn Boyle Cynthia Nixon Patrick Read Johnson Adventure Comedy Crime Drama Family
the scarlet letter,Roland Joffé,Gary Oldman,Robert Duvall,Demi Moore,Drama Romance,Gary Oldman Robert Duvall Demi Moore Roland Joffé Drama Romance
fair game,Doug Liman,Naomi Watts,Ty Burrell,Brooke Smith,Biography Drama Thriller,Naomi Watts Ty Burrell Brooke Smith Doug Liman Biography Drama Thriller
defiance            ,unknown,Julie Benz,Tony Curran,Grant Bowler,Action Drama Sci-Fi,Julie Benz Tony Curran Grant Bowler unknown Action Drama Sci-Fi
domino,Tony Scott,Ian Ziering,Mo'Nique,Edgar Ramírez,Action Biography Crime Drama Thriller,Ian Ziering Mo'Nique Edgar Ramírez Tony Scott Action Biography Crime Drama Thriller
jade,William Friedkin,Michael Biehn,Chazz Palminteri,Linda Fiorentino,Crime Drama Thriller,Michael Biehn Chazz Palminteri Linda Fiorentino William Friedkin Crime Drama Thriller
gamer,Mark Neveldine,Gerard Butler,Logan Lerman,Alison Lohman,Action Sci-Fi Thriller,Gerard Butler Logan Lerman Alison Lohman Mark Neveldine Action Sci-Fi Thriller
death to smoochy,Danny DeVito,Robin Williams,Vincent Schiavelli,Danny Woodburn,Comedy Crime Drama Thriller,Robin Williams Vincent Schiavelli Danny Woodburn Danny DeVito Comedy Crime Drama Thriller
the big bounce,George Armitage,Morgan Freeman,Andrew Wilson,Willie Nelson,Comedy Crime,Morgan Freeman Andrew Wilson Willie Nelson George Armitage Comedy Crime
what planet are you from?,Mike Nichols,Judy Greer,Linda Fiorentino,Garry Shandling,Comedy Sci-Fi,Judy Greer Linda Fiorentino Garry Shandling Mike Nichols Comedy Sci-Fi
drive angry,Patrick Lussier,Nicolas Cage,Billy Burke,Katy Mixon,Action Fantasy Thriller,Nicolas Cage Billy Burke Katy Mixon Patrick Lussier Action Fantasy Thriller
street fighter: the legend of chun-li,Andrzej Bartkowiak,Chris Klein,Robin Shou,Josie Ho,Action Crime Drama Mystery Thriller,Chris Klein Robin Shou Josie Ho Andrzej Bartkowiak Action Crime Drama Mystery Thriller
the one,James Wong,Jason Statham,Jet Li,Delroy Lindo,Action Sci-Fi Thriller,Jason Statham Jet Li Delroy Lindo James Wong Action Sci-Fi Thriller
outlander            ,unknown,Tobias Menzies,Graham McTavish,Stephen Walters,Drama Romance Sci-Fi,Tobias Menzies Graham McTavish Stephen Walters unknown Drama Romance Sci-Fi
the adventures of ford fairlane,Renny Harlin,Lauren Holly,Gilbert Gottfried,David Patrick Kelly,Action Adventure Comedy Crime Music Mystery,Lauren Holly Gilbert Gottfried David Patrick Kelly Renny Harlin Action Adventure Comedy Crime Music Mystery
pirate radio,Richard Curtis,Philip Seymour Hoffman,Charlie Rowe,Tom Sturridge,Comedy Drama Music,Philip Seymour Hoffman Charlie Rowe Tom Sturridge Richard Curtis Comedy Drama Music
indiana jones and the last crusade,Steven Spielberg,Harrison Ford,Julian Glover,Alison Doody,Action Adventure Fantasy,Harrison Ford Julian Glover Alison Doody Steven Spielberg Action Adventure Fantasy
the bone collector,Phillip Noyce,Denzel Washington,Angelina Jolie Pitt,Leland Orser,Crime Drama Mystery Thriller,Denzel Washington Angelina Jolie Pitt Leland Orser Phillip Noyce Crime Drama Mystery Thriller
panic room,David Fincher,Kristen Stewart,Dwight Yoakam,Mel Rodriguez,Crime Drama Thriller,Kristen Stewart Dwight Yoakam Mel Rodriguez David Fincher Crime Drama Thriller
the tooth fairy,Chuck Bowman,P.J. Soles,Lochlyn Munro,Steve Bacic,Horror Thriller,P.J. Soles Lochlyn Munro Steve Bacic Chuck Bowman Horror Thriller
three kings,David O. Russell,Judy Greer,Jamie Kennedy,Mykelti Williamson,Action Adventure Comedy Drama War,Judy Greer Jamie Kennedy Mykelti Williamson David O. Russell Action Adventure Comedy Drama War
rat race,Jerry Zucker,Corinna Harney,Douglas Haase,Vince Vieluf,Adventure Comedy,Corinna Harney Douglas Haase Vince Vieluf Jerry Zucker Adventure Comedy
k-pax,Iain Softley,Kevin Spacey,Jeff Bridges,Alfre Woodard,Drama Mystery Sci-Fi,Kevin Spacey Jeff Bridges Alfre Woodard Iain Softley Drama Mystery Sci-Fi
kate & leopold,James Mangold,Hugh Jackman,Natasha Lyonne,Bradley Whitford,Comedy Fantasy Romance,Hugh Jackman Natasha Lyonne Bradley Whitford James Mangold Comedy Fantasy Romance
bedazzled,Harold Ramis,Brendan Fraser,Frances O'Connor,Brian Doyle-Murray,Comedy Fantasy Romance,Brendan Fraser Frances O'Connor Brian Doyle-Murray Harold Ramis Comedy Fantasy Romance
the cotton club,Francis Ford Coppola,Nicolas Cage,Bob Hoskins,Fred Gwynne,Crime Drama Music,Nicolas Cage Bob Hoskins Fred Gwynne Francis Ford Coppola Crime Drama Music
3:10 to yuma,James Mangold,Christian Bale,Logan Lerman,Gretchen Mol,Adventure Crime Drama Western,Christian Bale Logan Lerman Gretchen Mol James Mangold Adventure Crime Drama Western
out of sight,Steven Soderbergh,Don Cheadle,Albert Brooks,Keith Hudson,Crime Drama Romance Thriller,Don Cheadle Albert Brooks Keith Hudson Steven Soderbergh Crime Drama Romance Thriller
the cable guy,Ben Stiller,Matthew Broderick,Janeane Garofalo,Andy Dick,Comedy Drama Thriller,Matthew Broderick Janeane Garofalo Andy Dick Ben Stiller Comedy Drama Thriller
earth,Deepa Mehta,Nandita Das,Gulshan Grover,Eric Peterson,Drama Romance War,Nandita Das Gulshan Grover Eric Peterson Deepa Mehta Drama Romance War
dick tracy,Warren Beatty,Charlie Korsmo,Warren Beatty,Seymour Cassel,Action Comedy Crime Music Romance Thriller,Charlie Korsmo Warren Beatty Seymour Cassel Warren Beatty Action Comedy Crime Music Romance Thriller
the thomas crown affair,John McTiernan,Mark Margolis,Faye Dunaway,Denis Leary,Crime Romance Thriller,Mark Margolis Faye Dunaway Denis Leary John McTiernan Crime Romance Thriller
riding in cars with boys,Penny Marshall,Rosie Perez,Adam Garcia,Alissa Dean,Biography Comedy Drama,Rosie Perez Adam Garcia Alissa Dean Penny Marshall Biography Comedy Drama
solaris,Andrei Tarkovsky,Donatas Banionis,Anatoliy Solonitsyn,Natalya Bondarchuk,Drama Mystery Sci-Fi,Donatas Banionis Anatoliy Solonitsyn Natalya Bondarchuk Andrei Tarkovsky Drama Mystery Sci-Fi
happily n'ever after,Paul Bolger,Sarah Michelle Gellar,George Carlin,Rob Paulsen,Adventure Animation Comedy Family Fantasy,Sarah Michelle Gellar George Carlin Rob Paulsen Paul Bolger Adventure Animation Comedy Family Fantasy
mary reilly,Stephen Frears,Julia Roberts,Bronagh Gallagher,George Cole,Drama Horror Romance Thriller,Julia Roberts Bronagh Gallagher George Cole Stephen Frears Drama Horror Romance Thriller
my best friend's wedding,P.J. Hogan,Julia Roberts,Christopher Masterson,Rupert Everett,Comedy Romance,Julia Roberts Christopher Masterson Rupert Everett P.J. Hogan Comedy Romance
america's sweethearts,Joe Roth,Julia Roberts,Rainn Wilson,Larry King,Comedy Romance,Julia Roberts Rainn Wilson Larry King Joe Roth Comedy Romance
insomnia,Christopher Nolan,Al Pacino,Maura Tierney,Crystal Lowe,Drama Mystery Thriller,Al Pacino Maura Tierney Crystal Lowe Christopher Nolan Drama Mystery Thriller
star trek: first contact,Jonathan Frakes,LeVar Burton,Alfre Woodard,Jonathan Frakes,Action Adventure Drama Sci-Fi Thriller,LeVar Burton Alfre Woodard Jonathan Frakes Jonathan Frakes Action Adventure Drama Sci-Fi Thriller
jonah hex,Jimmy Hayward,Michael Fassbender,Billy Blair,Julia Jones,Action Drama Fantasy Thriller Western,Michael Fassbender Billy Blair Julia Jones Jimmy Hayward Action Drama Fantasy Thriller Western
courage under fire,Edward Zwick,Denzel Washington,Matt Damon,Scott Glenn,Action Drama Mystery Thriller War,Denzel Washington Matt Damon Scott Glenn Edward Zwick Action Drama Mystery Thriller War
liar liar,Tom Shadyac,Maura Tierney,Swoosie Kurtz,Randall 'Tex' Cobb,Comedy Fantasy Romance,Maura Tierney Swoosie Kurtz Randall 'Tex' Cobb Tom Shadyac Comedy Fantasy Romance
inchon,Terence Young,Laurence Olivier,Ben Gazzara,Jacqueline Bisset,Drama History War,Laurence Olivier Ben Gazzara Jacqueline Bisset Terence Young Drama History War
the flintstones,Brian Levant,Jonathan Winters,Elizabeth Perkins,Harvey Korman,Comedy Family Fantasy,Jonathan Winters Elizabeth Perkins Harvey Korman Brian Levant Comedy Family Fantasy
scary movie 3,David Zucker,Regina Hall,Pamela Anderson,Jenny McCarthy,Comedy,Regina Hall Pamela Anderson Jenny McCarthy David Zucker Comedy
miss congeniality,Donald Petrie,Candice Bergen,Wendy Raquel Robinson,Heather Burns,Action Comedy Crime Romance,Candice Bergen Wendy Raquel Robinson Heather Burns Donald Petrie Action Comedy Crime Romance
journey to the center of the earth,Eric Brevig,Josh Hutcherson,Brendan Fraser,Anita Briem,Action Adventure Family Fantasy Sci-Fi,Josh Hutcherson Brendan Fraser Anita Briem Eric Brevig Action Adventure Family Fantasy Sci-Fi
the princess diaries 2: royal engagement,Garry Marshall,Anne Hathaway,Raven-Symoné,Hector Elizondo,Comedy Family Romance,Anne Hathaway Raven-Symoné Hector Elizondo Garry Marshall Comedy Family Romance
the pelican brief,Alan J. Pakula,Denzel Washington,Julia Roberts,Tony Goldwyn,Crime Drama Mystery Thriller,Denzel Washington Julia Roberts Tony Goldwyn Alan J. Pakula Crime Drama Mystery Thriller
the client,Joel Schumacher,Bradley Whitford,Anthony LaPaglia,Brad Renfro,Crime Drama Mystery Thriller,Bradley Whitford Anthony LaPaglia Brad Renfro Joel Schumacher Crime Drama Mystery Thriller
the bucket list,Rob Reiner,Morgan Freeman,Noel Gugliemi,Sean Hayes,Adventure Comedy Drama,Morgan Freeman Noel Gugliemi Sean Hayes Rob Reiner Adventure Comedy Drama
patriot games,Phillip Noyce,Harrison Ford,Polly Walker,Patrick Bergin,Action Thriller,Harrison Ford Polly Walker Patrick Bergin Phillip Noyce Action Thriller
monster-in-law,Robert Luketic,Adam Scott,Jane Fonda,Elaine Stritch,Comedy Romance,Adam Scott Jane Fonda Elaine Stritch Robert Luketic Comedy Romance
training day,Antoine Fuqua,Denzel Washington,Snoop Dogg,Tom Berenger,Crime Drama Thriller,Denzel Washington Snoop Dogg Tom Berenger Antoine Fuqua Crime Drama Thriller
galaxy quest,Dean Parisot,Alan Rickman,Enrico Colantoni,Robin Sachs,Adventure Comedy Sci-Fi,Alan Rickman Enrico Colantoni Robin Sachs Dean Parisot Adventure Comedy Sci-Fi
scary movie 2,Keenen Ivory Wayans,Natasha Lyonne,Veronica Cartwright,Andy Richter,Comedy,Natasha Lyonne Veronica Cartwright Andy Richter Keenen Ivory Wayans Comedy
the muppets,James Bobin,Bill Cobbs,Eric Jacobson,Steve Whitmire,Adventure Comedy Family Musical,Bill Cobbs Eric Jacobson Steve Whitmire James Bobin Adventure Comedy Family Musical
blade,Stephen Norrington,Sanaa Lathan,Traci Lords,Udo Kier,Action Horror,Sanaa Lathan Traci Lords Udo Kier Stephen Norrington Action Horror
coach carter,Thomas Carter,Channing Tatum,Rick Gonzalez,Robert Ri'chard,Drama Sport,Channing Tatum Rick Gonzalez Robert Ri'chard Thomas Carter Drama Sport
changing lanes,Roger Michell,Sydney Pollack,Matt Malloy,Bruce Altman,Drama Thriller,Sydney Pollack Matt Malloy Bruce Altman Roger Michell Drama Thriller
anaconda,Luis Llosa,Frank Welker,Eric Stoltz,Kari Wuhrer,Action Adventure Horror Thriller,Frank Welker Eric Stoltz Kari Wuhrer Luis Llosa Action Adventure Horror Thriller
coyote ugly,David McNally,Adam Garcia,Tyra Banks,Izabella Miko,Comedy Drama Music Romance,Adam Garcia Tyra Banks Izabella Miko David McNally Comedy Drama Music Romance
love actually,Richard Curtis,Colin Firth,Liam Neeson,Kris Marshall,Comedy Drama Romance,Colin Firth Liam Neeson Kris Marshall Richard Curtis Comedy Drama Romance
a bug's life,John Lasseter,Kevin Spacey,Madeline Kahn,John Ratzenberger,Adventure Animation Comedy Family Fantasy,Kevin Spacey Madeline Kahn John Ratzenberger John Lasseter Adventure Animation Comedy Family Fantasy
the specialist,Luis Llosa,Sylvester Stallone,Rod Steiger,Emilio Estefan Jr.,Action Crime Drama Romance Thriller,Sylvester Stallone Rod Steiger Emilio Estefan Jr. Luis Llosa Action Crime Drama Romance Thriller
tin cup,Ron Shelton,Don Johnson,Cheech Marin,Rene Russo,Comedy Drama Romance Sport,Don Johnson Cheech Marin Rene Russo Ron Shelton Comedy Drama Romance Sport
"yours, mine and ours",Melville Shavelson,Lucille Ball,Tom Bosley,Tim Matheson,Comedy Family,Lucille Ball Tom Bosley Tim Matheson Melville Shavelson Comedy Family
kicking & screaming,Jesse Dylan,Josh Hutcherson,Will Ferrell,Robert Duvall,Comedy Family Romance Sport,Josh Hutcherson Will Ferrell Robert Duvall Jesse Dylan Comedy Family Romance Sport
the hitchhiker's guide to the galaxy,Garth Jennings,Zooey Deschanel,Kelly Macdonald,Thomas Lennon,Adventure Comedy Sci-Fi,Zooey Deschanel Kelly Macdonald Thomas Lennon Garth Jennings Adventure Comedy Sci-Fi
fat albert,Joel Zwick,Dania Ramirez,Nick Zano,Alice Greczyn,Comedy Family Fantasy Romance,Dania Ramirez Nick Zano Alice Greczyn Joel Zwick Comedy Family Fantasy Romance
resident evil: extinction,Russell Mulcahy,Milla Jovovich,Mike Epps,James Tumminia,Action Horror Sci-Fi Thriller,Milla Jovovich Mike Epps James Tumminia Russell Mulcahy Action Horror Sci-Fi Thriller
last holiday,Wayne Wang,LL Cool J,Alicia Witt,Timothy Hutton,Adventure Comedy Drama,LL Cool J Alicia Witt Timothy Hutton Wayne Wang Adventure Comedy Drama
the river wild,Curtis Hanson,Meryl Streep,Glenn Morshower,William Lucking,Action Adventure Crime Thriller,Meryl Streep Glenn Morshower William Lucking Curtis Hanson Action Adventure Crime Thriller
the indian in the cupboard,Frank Oz,Steve Coogan,Vincent Kartheiser,David Keith,Drama Family Fantasy,Steve Coogan Vincent Kartheiser David Keith Frank Oz Drama Family Fantasy
cellular,David R. Ellis,Richard Burgi,Valerie Cruz,Will Beinbrink,Action Crime Thriller,Richard Burgi Valerie Cruz Will Beinbrink David R. Ellis Action Crime Thriller
johnny english,Peter Howitt,Kevin McNally,Natalie Imbruglia,Ben Miller,Action Adventure Comedy,Kevin McNally Natalie Imbruglia Ben Miller Peter Howitt Action Adventure Comedy
the ant bully,John A. Davis,Nicolas Cage,Meryl Streep,Julia Roberts,Adventure Animation Comedy Family Fantasy,Nicolas Cage Meryl Streep Julia Roberts John A. Davis Adventure Animation Comedy Family Fantasy
revolutionary road,Sam Mendes,Leonardo DiCaprio,Kate Winslet,Joe Komara,Drama Romance,Leonardo DiCaprio Kate Winslet Joe Komara Sam Mendes Drama Romance
16 blocks,Richard Donner,Bruce Willis,David Zayas,Sasha Roiz,Action Crime Drama Thriller,Bruce Willis David Zayas Sasha Roiz Richard Donner Action Crime Drama Thriller
babylon a.d.,Mathieu Kassovitz,Vin Diesel,Charlotte Rampling,David Belle,Action Adventure Sci-Fi Thriller,Vin Diesel Charlotte Rampling David Belle Mathieu Kassovitz Action Adventure Sci-Fi Thriller
the glimmer man,John Gray,Alexa PenaVega,Bob Gunton,Keenen Ivory Wayans,Action Comedy Crime Drama Thriller,Alexa PenaVega Bob Gunton Keenen Ivory Wayans John Gray Action Comedy Crime Drama Thriller
multiplicity,Harold Ramis,John de Lancie,Brian Doyle-Murray,Obba Babatundé,Comedy Romance Sci-Fi,John de Lancie Brian Doyle-Murray Obba Babatundé Harold Ramis Comedy Romance Sci-Fi
aliens in the attic,John Schultz,Malese Jow,Carter Jenkins,Tim Meadows,Adventure Comedy Family Fantasy Sci-Fi,Malese Jow Carter Jenkins Tim Meadows John Schultz Adventure Comedy Family Fantasy Sci-Fi
the pledge,Sean Penn,Costas Mandylor,Adrien Dorval,Nels Lennarson,Crime Drama Mystery Thriller,Costas Mandylor Adrien Dorval Nels Lennarson Sean Penn Crime Drama Mystery Thriller
the producers,Susan Stroman,Jon Lovitz,Will Ferrell,Matthew Broderick,Comedy Musical,Jon Lovitz Will Ferrell Matthew Broderick Susan Stroman Comedy Musical
the phantom,Simon Wincer,Cary-Hiroyuki Tagawa,Treat Williams,Kristy Swanson,Action Adventure Comedy Fantasy,Cary-Hiroyuki Tagawa Treat Williams Kristy Swanson Simon Wincer Action Adventure Comedy Fantasy
all the pretty horses,Billy Bob Thornton,Matt Damon,Henry Thomas,Sam Shepard,Drama Romance Western,Matt Damon Henry Thomas Sam Shepard Billy Bob Thornton Drama Romance Western
nixon,Oliver Stone,Anthony Hopkins,Bob Hoskins,Joan Allen,Biography Drama History,Anthony Hopkins Bob Hoskins Joan Allen Oliver Stone Biography Drama History
the ghost writer,Roman Polanski,Jim Belushi,Olivia Williams,Timothy Hutton,Mystery Thriller,Jim Belushi Olivia Williams Timothy Hutton Roman Polanski Mystery Thriller
deep rising,Stephen Sommers,Djimon Hounsou,Jason Flemyng,Wes Studi,Action Adventure Horror Sci-Fi,Djimon Hounsou Jason Flemyng Wes Studi Stephen Sommers Action Adventure Horror Sci-Fi
miracle at st. anna,Spike Lee,Joseph Gordon-Levitt,Omari Hardwick,Laz Alonso,Action Crime Drama Thriller War,Joseph Gordon-Levitt Omari Hardwick Laz Alonso Spike Lee Action Crime Drama Thriller War
curse of the golden flower,Yimou Zhang,Li Gong,Ye Liu,Man Li,Drama Romance,Li Gong Ye Liu Man Li Yimou Zhang Drama Romance
bangkok dangerous,Danny Pang,Nicolas Cage,Charlie Yeung,James With,Action Crime Thriller,Nicolas Cage Charlie Yeung James With Danny Pang Action Crime Thriller
big trouble,Barry Sonnenfeld,Zooey Deschanel,Janeane Garofalo,Omar Epps,Comedy Crime Thriller,Zooey Deschanel Janeane Garofalo Omar Epps Barry Sonnenfeld Comedy Crime Thriller
love in the time of cholera,Mike Newell,Marcela Mar,Giovanna Mezzogiorno,Unax Ugalde,Drama Romance,Marcela Mar Giovanna Mezzogiorno Unax Ugalde Mike Newell Drama Romance
the returned            ,unknown,Pierre Perrier,Clotilde Hesme,Céline Sallette,Drama Fantasy Horror Mystery,Pierre Perrier Clotilde Hesme Céline Sallette unknown Drama Fantasy Horror Mystery
shadow conspiracy,George P. Cosmatos,Sam Waterston,Ben Gazzara,Nicholas Turturro,Action Thriller,Sam Waterston Ben Gazzara Nicholas Turturro George P. Cosmatos Action Thriller
johnny english reborn,Oliver Parker,Daniel Kaluuya,Tim McInnerny,Togo Igawa,Action Adventure Comedy Crime,Daniel Kaluuya Tim McInnerny Togo Igawa Oliver Parker Action Adventure Comedy Crime
foodfight!,Lawrence Kasanoff,Jerry Stiller,Larry Miller,Harvey Fierstein,Action Animation Comedy Family Fantasy,Jerry Stiller Larry Miller Harvey Fierstein Lawrence Kasanoff Action Animation Comedy Family Fantasy
the fugitive,Andrew Davis,Harrison Ford,Daniel Roebuck,Sela Ward,Action Adventure Crime Drama Mystery Thriller,Harrison Ford Daniel Roebuck Sela Ward Andrew Davis Action Adventure Crime Drama Mystery Thriller
the bounty hunter,Andy Tennant,Gerard Butler,Dorian Missick,Peter Greene,Action Comedy Romance,Gerard Butler Dorian Missick Peter Greene Andy Tennant Action Comedy Romance
